timestamp,open,high,low,close,volume
2025-02-21 08:45:00,140.6700,140.8800,137.6850,140.5700,403633
2025-02-21 08:30:00,140.3950,140.8300,140.3700,140.6900,453252
2025-02-21 08:15:00,140.2300,140.4200,140.2300,140.3997,242835
2025-02-21 08:00:00,139.8377,140.3700,139.4750,140.2500,788866
2025-02-21 07:45:00,140.2200,140.3400,140.0000,140.3300,117088
2025-02-21 07:30:00,140.1900,140.2800,140.0700,140.2300,94324
2025-02-21 07:15:00,140.1400,140.3200,140.1200,140.1800,108348
2025-02-21 07:00:00,139.8100,140.3000,139.7700,140.1000,236522
2025-02-21 06:45:00,139.5800,139.9000,139.5300,139.8100,61481
2025-02-21 06:30:00,139.9200,139.9500,139.4600,139.5400,91595
2025-02-21 06:15:00,139.9200,139.9300,139.8800,139.9300,15772
2025-02-21 06:00:00,139.9200,139.9700,139.8700,139.9200,34744
2025-02-21 05:45:00,139.9600,139.9600,139.8600,139.9200,33926
2025-02-21 05:30:00,139.9900,140.0000,139.8700,139.9500,52867
2025-02-21 05:15:00,139.9900,140.0500,139.9300,139.9900,33546
2025-02-21 05:00:00,139.9500,140.0800,139.8800,139.9900,31353
2025-02-21 04:45:00,140.1300,140.1400,139.9200,139.9500,57522
2025-02-21 04:30:00,139.9100,140.2400,139.8700,140.1400,63565
2025-02-21 04:15:00,139.9200,140.0500,139.8500,139.9200,62938
2025-02-21 04:00:00,139.9700,140.2100,139.7200,139.9400,88588
2025-02-20 19:45:00,139.8800,140.0100,139.8800,139.9984,122685
2025-02-20 19:30:00,139.8700,139.9000,139.8500,139.8800,40633
2025-02-20 19:15:00,139.8994,139.9500,139.8500,139.8850,47498
2025-02-20 19:00:00,139.8700,139.9100,139.8500,139.9000,47641
2025-02-20 18:45:00,139.9600,139.9600,139.8500,139.8600,54539
2025-02-20 18:30:00,139.8950,140.0000,139.8500,139.9450,49934
2025-02-20 18:15:00,139.9500,140.1100,139.7900,139.8700,88005
2025-02-20 18:00:00,139.8600,139.9800,139.8600,139.9500,43736
2025-02-20 17:45:00,139.9400,139.9800,139.8200,139.9500,26325
2025-02-20 17:30:00,139.8410,146.8387,132.1437,139.9450,95098
2025-02-20 17:15:00,139.8700,148.8440,132.1437,139.8800,33054
2025-02-20 17:00:00,139.8200,140.1100,139.7500,139.8900,60126
2025-02-20 16:45:00,139.9500,140.1100,139.8000,139.8200,746432
2025-02-20 16:30:00,139.9000,140.1100,139.8700,139.9400,105036
2025-02-20 16:15:00,140.1100,140.1508,139.1332,139.8905,208393
2025-02-20 16:00:00,140.1300,146.7050,139.7900,139.8450,23172949
2025-02-20 15:45:00,140.0400,140.6600,139.6900,140.1200,7115048
2025-02-20 15:30:00,139.8900,140.1000,139.7600,140.0450,2976214
2025-02-20 15:15:00,139.8149,140.1750,139.6200,139.9000,3501374
2025-02-20 15:00:00,140.1450,140.3200,139.7400,139.8150,3695648
2025-02-20 14:45:00,139.6421,140.2269,139.5800,140.1500,3962587
2025-02-20 14:30:00,139.7950,139.8153,139.3800,139.6500,2987456
2025-02-20 14:15:00,139.9400,140.0000,139.7400,139.8049,3811944
2025-02-20 14:00:00,139.5900,140.0000,139.4800,139.9450,2831476
2025-02-20 13:45:00,139.4500,139.6800,139.4200,139.5850,1801891
2025-02-20 13:30:00,139.4900,139.7200,139.3800,139.4500,2210245
2025-02-20 13:15:00,139.7400,139.7600,139.3500,139.5000,2242012
2025-02-20 13:00:00,139.1750,139.8396,139.0836,139.7358,3385149
2025-02-20 12:45:00,139.7600,139.7600,139.1700,139.1784,3006464
2025-02-20 12:30:00,139.5700,139.8200,139.4400,139.7650,2554788
2025-02-20 12:15:00,139.9225,139.9400,139.4600,139.5700,3598105
2025-02-20 12:00:00,138.7390,139.9700,138.6620,139.9250,5897992
2025-02-20 11:45:00,138.8700,139.0000,138.4600,138.7350,3197799
2025-02-20 11:30:00,138.3000,138.8900,138.2300,138.8800,4333345
2025-02-20 11:15:00,137.5700,138.3800,137.3200,138.3000,4659508
2025-02-20 11:00:00,137.2400,138.0350,137.1600,137.5600,4804404
2025-02-20 10:45:00,138.6500,138.7000,137.1100,137.2400,6538377
2025-02-20 10:30:00,138.6100,139.0700,138.3800,138.6401,4785323
2025-02-20 10:15:00,138.0300,139.0000,137.9500,138.6206,7031000
2025-02-20 10:00:00,137.1700,138.4300,136.7901,138.0250,10331498
2025-02-20 09:45:00,139.4900,139.6650,137.0600,137.1450,11519870
2025-02-20 09:30:00,140.0300,140.5300,139.2101,139.4993,11635104
2025-02-20 09:15:00,140.7100,142.8350,139.2200,140.1300,819114
2025-02-20 09:00:00,140.2000,140.8300,139.2300,140.7200,689828
2025-02-20 08:45:00,139.7500,140.2700,139.6300,140.2100,479300
2025-02-20 08:30:00,139.4900,139.7900,139.4500,139.7600,307127
2025-02-20 08:15:00,139.5500,139.5700,139.4100,139.4800,142323
2025-02-20 08:00:00,139.2400,139.7600,138.4500,139.5350,722398
2025-02-20 07:45:00,139.4500,139.7600,139.3200,139.6300,94175
2025-02-20 07:30:00,139.2900,139.5500,139.2200,139.4510,99126
2025-02-20 07:15:00,139.3500,139.4000,139.1500,139.2800,79359
2025-02-20 07:00:00,139.4700,139.4700,139.0300,139.3800,175568
2025-02-20 06:45:00,139.0700,139.5800,138.9200,139.4400,128278
2025-02-20 06:30:00,138.9700,139.1300,138.7800,139.0600,123929
2025-02-20 06:15:00,139.3500,139.3500,138.9700,138.9900,64854
2025-02-20 06:00:00,139.2600,139.7900,139.0500,139.3400,146679
2025-02-20 05:45:00,139.4200,139.4700,139.2500,139.2900,45983
2025-02-20 05:30:00,139.3700,139.4600,139.2800,139.4300,46299
2025-02-20 05:15:00,139.2600,139.4800,139.2200,139.3600,35145
2025-02-20 05:00:00,139.6200,139.6400,139.2200,139.2700,69864
2025-02-20 04:45:00,138.8000,139.6400,138.7500,139.6300,133683
2025-02-20 04:30:00,138.8000,138.8600,138.7000,138.8000,38741
2025-02-20 04:15:00,138.8200,138.8700,138.6300,138.8000,59788
2025-02-20 04:00:00,138.7000,139.5000,138.2700,138.8000,122638
2025-02-19 19:45:00,138.8600,148.9096,106.3173,139.0000,128477
2025-02-19 19:30:00,138.8100,168.0914,91.4634,138.8600,51752
2025-02-19 19:15:00,138.9000,161.1125,106.4447,138.8300,66887
2025-02-19 19:00:00,139.0200,148.9096,91.4634,138.9000,52404
2025-02-19 18:45:00,139.0000,161.2471,102.0394,139.0200,66015
2025-02-19 18:30:00,139.0600,139.1000,138.9700,139.0000,45278
2025-02-19 18:15:00,139.1250,139.3700,139.0300,139.0300,110754
2025-02-19 18:00:00,138.9100,139.1500,122.7100,139.1400,96324
2025-02-19 17:45:00,138.9300,138.9400,138.8800,138.9099,59721
2025-02-19 17:30:00,138.9085,138.9500,138.8400,138.9100,91710
2025-02-19 17:15:00,138.7700,138.9400,138.6900,138.9099,74797
2025-02-19 17:00:00,138.7500,139.2300,138.6500,138.7700,121169
2025-02-19 16:45:00,138.9300,139.2300,138.7400,138.7497,669423
2025-02-19 16:30:00,138.8750,139.2300,138.7800,138.9300,177949
2025-02-19 16:15:00,138.9800,139.2300,138.8500,138.8750,180864
2025-02-19 16:00:00,139.2400,143.1550,136.0400,138.9800,24496927
2025-02-19 15:45:00,139.1400,139.4100,138.7700,139.2400,8565172
2025-02-19 15:30:00,139.3100,139.8600,138.9300,139.1300,6054216
2025-02-19 15:15:00,140.4518,140.5500,139.0150,139.3194,8810672
2025-02-19 15:00:00,140.6700,140.7900,140.4150,140.4516,4228627
2025-02-19 14:45:00,140.3050,140.8450,140.2500,140.6700,2988331
2025-02-19 14:30:00,140.4400,140.5700,140.2201,140.3000,4134196
2025-02-19 14:15:00,140.7409,140.7950,140.3813,140.4451,3814090
2025-02-19 14:00:00,140.2500,140.7500,140.1900,140.7407,3829023
2025-02-19 13:45:00,140.5750,140.6200,140.1200,140.2300,2880431
2025-02-19 13:30:00,140.6400,140.8500,140.4500,140.5750,2690420
2025-02-19 13:15:00,140.4701,140.8950,140.4700,140.6399,3344708
2025-02-19 13:00:00,141.2300,141.2550,140.2400,140.4787,4861570
2025-02-19 12:45:00,140.7900,141.3600,140.6500,141.2250,6367357
2025-02-19 12:30:00,139.8150,140.8950,139.7400,140.7901,5025880
2025-02-19 12:15:00,139.6250,139.9000,139.5600,139.8150,2899331
2025-02-19 12:00:00,139.9200,139.9300,139.6000,139.6200,2722217
2025-02-19 11:45:00,140.0650,140.1100,139.4800,139.9100,4225637
2025-02-19 11:30:00,139.9400,140.0800,139.7700,140.0650,3577689
2025-02-19 11:15:00,139.9100,140.1300,139.8000,139.9483,3867430
2025-02-19 11:00:00,139.8250,140.5000,139.6800,139.9100,6493299
2025-02-19 10:45:00,139.8746,140.2400,139.4100,139.8300,5497151
2025-02-19 10:30:00,139.3350,140.4199,139.3319,139.8700,10216066
2025-02-19 10:15:00,138.2107,139.3900,137.9501,139.3300,7640468
2025-02-19 10:00:00,138.2750,138.5700,137.2200,138.2181,11094535
2025-02-19 09:45:00,138.5800,139.1200,138.1000,138.2700,7443741
2025-02-19 09:30:00,139.5100,140.0000,138.4269,138.5800,13308539
2025-02-19 09:15:00,139.7000,139.7500,139.3600,139.5000,406242
2025-02-19 09:00:00,139.5500,139.8500,139.3300,139.7299,437723
2025-02-19 08:45:00,139.6100,139.6800,139.4300,139.5600,218738
2025-02-19 08:30:00,139.6200,139.7300,139.4100,139.6198,280875
2025-02-19 08:15:00,139.9000,139.9100,139.5000,139.6200,259027
2025-02-19 08:00:00,139.8500,140.5324,128.6800,139.9264,882413
2025-02-19 07:45:00,140.0000,140.1200,139.8200,139.8400,98325
2025-02-19 07:30:00,140.0700,140.1100,139.9000,140.0000,75118
2025-02-19 07:15:00,140.0400,140.1100,139.9600,140.0600,73473
2025-02-19 07:00:00,140.0200,140.2900,139.8800,140.0500,219409
2025-02-19 06:45:00,139.9800,140.0400,139.8500,140.0100,98107
2025-02-19 06:30:00,139.9500,140.1500,139.8500,139.9800,91263
2025-02-19 06:15:00,139.8900,140.0600,139.7900,139.9500,50863
2025-02-19 06:00:00,140.0600,140.0600,139.7200,139.9000,52180
2025-02-19 05:45:00,139.6100,140.2500,139.6100,140.0500,81905
2025-02-19 05:30:00,139.5700,139.7800,139.5000,139.6200,53365
2025-02-19 05:15:00,139.8500,139.8800,139.5500,139.5700,61555
2025-02-19 05:00:00,140.0200,140.1700,139.7000,139.8700,75854
2025-02-19 04:45:00,140.0800,140.0800,139.7600,140.0200,72073
2025-02-19 04:30:00,140.4600,140.4900,139.9200,140.0600,126372
2025-02-19 04:15:00,140.1400,140.5700,140.0100,140.4600,178123
2025-02-19 04:00:00,139.4000,140.1700,139.1400,140.1300,258159
2025-02-18 19:45:00,138.9800,139.1100,138.9500,139.0998,136417
2025-02-18 19:30:00,139.1500,139.1700,138.9000,138.9500,139225
2025-02-18 19:15:00,139.1200,139.2000,139.0900,139.1500,50273
2025-02-18 19:00:00,139.2000,139.2200,139.0500,139.0900,63224
2025-02-18 18:45:00,139.1400,139.2400,139.1300,139.2200,96446
2025-02-18 18:30:00,139.0700,139.1500,139.0300,139.1300,71194
2025-02-18 18:15:00,138.9450,139.1200,138.9300,139.0707,125903
2025-02-18 18:00:00,138.8000,138.9500,138.7850,138.9500,112226
2025-02-18 17:45:00,138.7700,138.9500,129.3731,138.7700,116099
2025-02-18 17:30:00,138.6700,144.9087,129.5572,140.7600,67312
2025-02-18 17:15:00,138.6105,143.8339,130.5900,138.6701,106997
2025-02-18 17:00:00,138.6400,139.4000,138.5200,138.6108,210475
2025-02-18 16:45:00,138.6500,138.7600,138.4600,138.6300,355366
2025-02-18 16:30:00,138.9701,139.4000,138.6500,138.6790,311869
2025-02-18 16:15:00,139.0000,139.4000,138.9000,138.9900,323721
2025-02-18 16:00:00,139.4000,140.0620,138.9300,138.9998,42209285
2025-02-18 15:45:00,138.8600,141.3200,137.9250,139.4100,15974086
2025-02-18 15:30:00,139.5400,139.7200,138.7200,138.8690,6858859
2025-02-18 15:15:00,139.6915,139.7200,139.4300,139.5499,3124821
2025-02-18 15:00:00,140.0321,140.0850,139.6300,139.6987,3251091
2025-02-18 14:45:00,139.6800,140.1699,139.4500,140.0323,3943325
2025-02-18 14:30:00,139.5675,139.7400,139.4650,139.6750,2572011
2025-02-18 14:15:00,139.5950,139.7600,139.0920,139.5750,4827607
2025-02-18 14:00:00,140.0000,140.2400,139.4900,139.5950,4306750
2025-02-18 13:45:00,140.0000,140.4000,139.6850,139.9900,3850988
2025-02-18 13:30:00,140.1550,140.1550,139.7500,139.9900,3601712
2025-02-18 13:15:00,140.2600,140.5000,140.1105,140.1514,2727694
2025-02-18 13:00:00,140.2500,140.7000,140.1500,140.2600,3610187
2025-02-18 12:45:00,140.1950,140.3300,140.0000,140.2500,2528589
2025-02-18 12:30:00,139.9650,140.4600,139.9500,140.1950,3633368
2025-02-18 12:15:00,140.3300,140.3599,139.9000,139.9650,2953448
2025-02-18 12:00:00,140.2750,140.5500,139.8549,140.3200,4562399
2025-02-18 11:45:00,140.7100,141.0200,140.2400,140.2799,3904554
2025-02-18 11:30:00,141.1900,141.1900,140.6000,140.7135,4162325
2025-02-18 11:15:00,141.0400,141.2200,140.5700,141.1950,5537815
2025-02-18 11:00:00,140.0900,141.0900,139.8700,141.0400,7262208
2025-02-18 10:45:00,139.9400,140.2000,138.9800,140.0900,10504246
2025-02-18 10:30:00,140.6650,141.6551,139.6100,139.9451,10789493
2025-02-18 10:15:00,141.5400,141.6000,140.4900,140.6600,7383153
2025-02-18 10:00:00,141.3100,141.5450,140.3000,141.5310,10797943
2025-02-18 09:45:00,141.9150,142.0299,140.7606,141.2350,15622011
2025-02-18 09:30:00,141.2700,143.4400,141.2000,141.9150,31171867
2025-02-18 09:15:00,141.6201,141.7800,129.0300,141.2200,1500642
2025-02-18 09:00:00,141.6600,141.8800,141.4100,141.6202,899559
2025-02-18 08:45:00,141.6300,141.7700,141.4800,141.6506,662811
2025-02-18 08:30:00,141.3700,141.6800,135.1900,141.6300,641829
2025-02-18 08:15:00,141.3100,141.5200,141.1800,141.3800,633633
2025-02-18 08:00:00,139.9800,141.4400,138.5030,141.3299,2631962
2025-02-18 07:45:00,141.2400,141.4500,141.1500,141.2300,403687
2025-02-18 07:30:00,140.9200,141.3100,140.9000,141.2400,564938
2025-02-18 07:15:00,140.6600,141.0500,140.3700,140.9300,556973
2025-02-18 07:00:00,139.9200,140.7600,139.8900,140.6600,769539
2025-02-18 06:45:00,139.9100,140.0000,139.9100,139.9300,55418
2025-02-18 06:30:00,139.9600,140.1600,139.8900,139.9400,118678
2025-02-18 06:15:00,140.0300,140.1000,139.9400,139.9500,80580
2025-02-18 06:00:00,140.0300,140.1800,139.9900,140.0300,75729
2025-02-18 05:45:00,139.9700,140.1200,139.8700,140.0300,110121
2025-02-18 05:30:00,140.0800,140.0800,139.9300,139.9700,56101
2025-02-18 05:15:00,139.9100,140.0800,139.8400,140.0700,101195
2025-02-18 05:00:00,139.7100,139.9500,139.7000,139.9100,90033
2025-02-18 04:45:00,139.7800,139.8300,139.5500,139.7100,115844
2025-02-18 04:30:00,139.9800,140.0300,139.7500,139.7900,110264
2025-02-18 04:15:00,140.0200,140.0200,139.9100,139.9700,79722
2025-02-18 04:00:00,140.0000,140.2000,139.2200,140.0200,383362

